processed_tweet,final_class,tweetid
  I’m as curious asthe next guy to see how the film industry will operate in the next fe… ,0,6731
RT _bergen1:  continue to respond to the many needs of _pa during the COVID-19 pandemic that has fatigued us all. …,0,6732
" continue to respond to the many needs of _pa during the COVID-19 pandemic that has fatigued us all.  provide unwavering and fearless service with dedication while faced with regular situations of active virus. On behalf of PAPS, THANK YOU &amp; STAY SAFE! ",0,6733
 You hopefully will find that angle very helpful. I noticed when I adjusted my angle on my table I felt less fatigue.,0,6734
chills for this morning <U+0001F60D>,0,6735
**IMPORTANT UPDATE** NO FANS ARE PERMITTED AT TONIGHTS GAME; IT CAN BE COUGHT ON ,0,6736
 Forward thinking   *cough/s*,0,6737
 I just texted with her. She is coughing a lot.  Headache and fever are down. Still not getting the greatest sleep,1,6738
  who is that;??? This is exactly what causes people to throw up their hands and not vote.!!!,0,6739
DAY180 LongCovid and doc says 'post viral fatigue'  'no shit' says my inside voice.  More to explore.  His job mus… ,0,6740
Northern Sask. COVID-19 travel restrictions to be lifted June 8  ,0,6741
_Steele97    Haha. Exactly. Buddy must have a fever. Put the Twitter machin… ,0,6742
" I have a life long poor sense of smell. Nose *does* work but it got to be something strong before I smell it. 
Strange thing is my nose has lately been working fine. What does this means in COVID terms. Does better sense of smell mean that I'm protected? No need to worry?",0,6743
   _Marino1   Gh0ST … ,0,6744
 this guy's so awesome lol; i dug a little into the rabbit hole and he fucked up his life quenching his yellow fever thirst,0,6745
   _Marino1   Gh0ST … ,0,6746
" WHY HAVE I NOT HEARD OF THIS UNTIL NOW THANK YOU AND YOUR EXCEPTIONAL SENSE OF TASTE IN MOVIES

(No, really; you haven't steered me wrong yet. Can't wait.)",0,6747
Which of these four films is your favorite? Least favorite? Alien FanchiseFatigue ,0,6748
Which of these four films is your favorite? Least favorite? Alien FanchiseFatigue ,0,6749
I feel nauseous and tired again; second night in a row I don’t quite feel well enough to play video games. Guess I’… ,1,6750
 My headache got worse and I want to go to bed … <U+0001F974>,0,6751
 I had less soreness with my second dose; but about a week later; had a “day”- headache; tired; feeling icky… ,0,6752
Just over 24 hours ago I had my 2nd vaccine and of course I'm having the vaccine symptoms. Fever; headache; achy bo… ,0,6753
 Smoking makes me vomit; but edibles are no problems at all.,0,6754
_Triumphs  They were too busy with the Red Scare.,0,6755
[THREAD]  -The success of Hydroxychloroquine as a treatment in Italy; India; Bahrain; France; Costa Rica; South Korea;…,0,6756
I'm about to be interviewed about Zoom Fatigue for the WaistUpWardrobe podcast. You can watch live here: ,0,6757
i got chills and then i shed a tear ,0,6758
 That there is some astounding arrogance and hypocrisy. Nauseating; actually.<U+0001F922><U+0001F922><U+0001F922><U+0001F92E><U+0001F92E><U+0001F92E><U+0001F92E>,0,6759
Yes! 10+ months in we are all Zoom fatigued ! But thank you for sharing how we can continue to use virtual…,0,6760
Are two werewolves bout to duke it out rn?,0,6761
Seth Green looks kinda wack in the werewolf prosthetics ngl,0,6762
Ya; the werewolf costumes are goofy lookin',0,6763
Mock orange time is here. Too bad you can’t smell them through the internet <U+0001F60A> ,0,6764
I just... remembered cold feels good on these sinus and migraine headaches esp after having a prosthetic fitted and its heavenly cold.,0,6765
 Saving headaches for America.,0,6766
 Peaceful cough cough lol,0,6767
"  Yes, they have, unfortunately. I went back and watched the “good” era and I cringed so hard at my past self for liking them.",0,6768
"  ""Alleged"" Wet'suwet'en supporters. Do your research before vomitting falsehoods in to the twitterverse. The Wet'suwet'en reject these illegal demonstrations and vigilantism.",0,6769
 That looks like a guaranteed headache tomorrow morning!!,0,6770
God I’m so terrified and anxious about Fes Eli to the point where I feel like I’m gonna throw up bc of anxiety,0,6771
_Bete_humaine Both of these images make me want to vomit.,0,6772
 Everytime you post a picture of her my baby fever gets worse<U+0001F602> shes sooo cute.,0,6773
 Thanks for the RT. What do you do to prevent eye fatigue while working?,0,6774
First wave of storms calming down a bit.   As we get deeper into the evening hours and temperatures start to cool down it wil…,0,6775
 Tylenol ultra and an Advil taken together often to help my headaches. If they don’t work then I am onto my migraine specific med,0,6776
Shakespeare movies are so enjoyable. It's been years since I've watched Titus (1999) and it still gives me chills,0,6777
 I’m sure it was worth the headaches.,0,6778
 Maybe Quebec is going to have to cough up some cash instead of being the welfare province of Canada,0,6779
18:41 London Liverpool Street to Hertford East (19:15 Broxbourne) will be formed of 4 coaches instead of 8.,0,6780
17:58 London Liverpool Street to Ipswich (18:41 Witham) will be formed of 8 coaches instead of 12.  This is due to a tra…,0,6781
 Making a PowerShell script easy to run for newbs (*cough* non tech folk) by providing a batch script with it. ht…,0,6782
 Pics? That sounds beautiful.  (Not the vomit; just the couch <U+0001F605>),0,6783
Gotta love stress headaches. Thanks ,0,6784
Splatoon... But Awesome! ,0,6785
HR McMaster to publish book that may pose headaches for Trump ,0,6786
  It’s one thing to be asymptomatic and waiting but if you’re fevered and sick it’s going to be hell…,0,6787
Laying down for a 15 minute nap only to wake up an hour later with a headache and three missed calls from your grandparents,0,6788
  Amem,0,6789
 Come closer let me cough,0,6790
WATCH: Damage in and around the hamlet of Brancespeth is severe and caused by what some locals believe was a tornado -…,0,6791
WATCH: Sask not slashing spending despite $2.4B deficit looming for 2020-21 - via . READ MORE: ,0,6792
 True; but it *is* a lot more difficult to cough onto the outside of your elbow.,0,6793
 the shit Bout to make me throw up LUL <U+0001F602> Love you guys tho; good job on the hard work <U+0001F44D>,0,6794
 That's good news. My throat isn't sore; except when I have a coughing fit lol; and I'm not really congeste… ,1,6795
 throw them the bird  fake a coughing fit they will steer clear never seen many mask in this town ony a couple your servers at IGA they are wise I got mask with N95 filter some of the One Nation voter people around here are grots,0,6796
  We have a name for this in Canada 'cabin fever'; stuck indoors for months is common enoug… ,0,6797
 The fairy better cough up some extra money.,0,6798
I have to work this weekend; but I projectile vomited all over my bedroom & bathroom this morning & I still feel si… ,1,6799
*screaming internally at the thought of Rooney tending to me if I had a fever* ,0,6800
I’m giving $25 to one lucky follower that retweets this within the next 24 hours. <U+0001F389>  To enter: - Follow _atomic,0,6801
Seriously I feel choked and nauseous reading this. Gross feckless government. To show such a degree in the lack of… ,0,6802
ICYMI: Is Scott Moe getting COVID fatigue? (Inside the Marble Palace) ,0,6803
TalkToday Tip; presented by : Keep your routines. Routines can help reduce mental fatigue. Getting up at your…,0,6804
 Malaria induced fever to kill syphilis,0,6805
 This gives me chills and nausea!,0,6806
I honestly have diarrhea right now and it’s not looking great ! Trump capitol DCProtests WashingtonDC,0,6807
I honestly have diarrhea right now and it’s not looking great ! Trump capitol DCProtests WashingtonDC,0,6808
 I got chills. They are out of the shadows and ready for war.,0,6809
when anyone asks me about what i want to do in the future i think i’m just going to start vomiting until they leave me alone,0,6810
Doing Pushups      Spreading Positivity                             <U+0001F91D>               Curing my cough,0,6811
Turdeau has no cough. ,0,6812
 At the rate 2020 is going that two years will be next week.,0,6813
I hope Thomas Cowan has 5G coverage. Quack.,0,6814
So that jackass  spewd verbal diarrhea about how they want democracy to work in an answer to a questi… ,0,6815
AND HERE HE IS! Giuliani resurfaces riding a dinosaur; supporting Trumps fever dreams! ,0,6816
   Man those look good; you should throw up an on-feet shot... Contemplating on copping those <U+0001F914>,0,6817
_rice  _Plussy _plussy Grab down throw up tilt up air up air forward air,0,6818
 Your children received vaccines for measles; chickenpox; smallpox; polio; yellow fever; meningitis; tetanu… ,0,6819
Fuck sakes; now im gonna be up all night coughing; happens everytime I stay up late,0,6820
 One of my brothers-in-law smokes weed on the balcony of his apartment; coughs; then yells; “It’s just weed! Not the ‘RONA!” <U+0001F602>,0,6821
Here is the latest on the Arctic plunge set to occur next week across NE Montana. Wind chills may be as cold as 50… ,0,6822
 Exactly!  I was recently in the ER and anyone with a cough was given a mask...so I'm thinking it at least helps stop the spreading,0,6823
 If a Karen does this & the person they coughed on gets sick & dies these women should be charged with first-degree murder.,0,6824
drank like 4 coolers lastnight and I still woke up with a headache lmao lameeee,0,6825
Just so we’re clear; I’m a member of the media relaying the health message. Wash your hands. Practice good cough an… ,0,6826
Just so we’re clear; I’m a member of the media relaying the health message. Wash your hands. Practice good cough and sneeze h…,0,6827
Sask Ministry of Health; “Wash your hands frequently; practice good cough and sneeze hygiene and stay home if you a… ,0,6828
The advice from the Saskatchewan Health Authority: Wash your hands. Practice good cough and sneeze hygiene. Stay home when yo…,0,6829
Trudeau self-isolating after wife Sophie develops fever; gets tested for coronavirus - National |… ,0,6830
Man charged after saying he had COVID-19; threatening to cough on police officers -  Sask sk yqr …,0,6831
Man allegedly told police he had COVID-19; threatened to cough on officers  ,0,6832
"Man charged after saying he had COVID-19, threatening to cough on police officers -  Sask sk yqr COVID19 ",0,6833
  A few CPC leadership hopefuls fawned so much it caused membership nausea.,0,6834
finished my half bottle of wine this morning (yeah I know) and now I have a headache.  not gonna lie I deserve it a… ,0,6835
RT _n:  _godwin His mommy is listed as the permanent resident at the lake cottage (Google it yourself) so your ta…,0,6836
An investigation we've been on for a year led us to one of the most difficult countries for access to information - Banglade…,0,6837
oh goodness everything feels like a fever dream rn;; I just discovered a space whale on ark and now nothing feels real,0,6838
Trying to prevent Bielsa's build up rotation & approach will definitely be a headache for all EPL coaches this season ,0,6839
Didn't realize that loss of smell was 2x as common as sore throat with COVID...  ,0,6840
Sometimes Nature has a hiccough. This double-yolked egg could theoretically it could hatch twins if it were fertil… ,0,6841
OZ AND WILLOW MAKE ME JEALOUS!!!!!,0,6842
Just gonna say it now. Spike is hot.,0,6843
Speaking of who else is hot in Buffy; the vampire versions of Willow and Zander<U+0001F924> bro Oz too wth,0,6844
In season 4 episode 5 of Buffy; there's no way her hair got that matted up in a day dude. And how'd the other guys… ,0,6845
I feel a lot better than I did yesterday except I’m developing a cough and some brain fog. quitsmokingday4,0,6846
 One day for the thief and the day has come. Vomit their food!,0,6847
‘Huge relief’ for family of Jan Kuciak and Martina Kusnirova as court overturns acquittals for journalist’s murder in Slo…,0,6848
Did you know there are more than 150 different types of headaches; from sinus and exercise to fasting and whiplash?… ,0,6849
My reaction to seeing my cats about to throw up is to beg them not to; it works like 90% of the time,0,6850
A steward just asked David Beckham to wear his mask at Wembley. Becks ENG SCO ENGSCO Euro2020 ,0,6851
RT _vassallo: <U+0001F6D1> Stop the spread of respiratory infections and remember the 3C’s <U+2757><U+FE0F>COVER your nose and mouth when coughing and sneezin…,0,6852
This storm was *coughs* energetic. Mid-summer 2019 in Northeast Montana. amateurphotography StormHour mtwx stormch…,0,6853
Moderna + 4 hours: sore am (3/10) M+10: sore arm (6/10); headache (4/10); acetaminophen M+16: sore arm (6/10); hea… ,0,6854
Update: I slept until 2 today and have a headache,0,6855
TFW none of the 18949838 streaming sites has The Fugitive so I have to 'not watch it' *cough*,0,6856
Get ready for Parasite fatigue this year. After the Black-and-White cut and the HBO series; I would not be surprise… ,0,6857
 nope it was a suppressant; meant for dry coughs - coming off the tail end of a cold with a nagging cough… ,0,6858
_Fever  I don't get them. If they act like this then they are clearly not mature enough to be on a… ,0,6859
 _Fever   I'm so sorry these childish and immature trolls can't leave you a… ,0,6860
. my plans for the long weekend is to pay a prostitute to vomit on my face. Any tips?,0,6861
"I think people underestimate how much non-migraine headaches can really, really hurt. I don't really think I get migraines, but I've headache that morphine didn't touch.",0,6862
We don't really have vocabulary for 'debilitating headaches that aren't migraines'.,0,6863
 I really did not miss the headaches when I was on huge amounts of morphine,0,6864
Canada Dry drink and Fever Tree drink  find out buy<U+0001F378>. It is told good for Covid 19 didn’t try Fever tree yet.Let’s… ,0,6865
headache go away,0,6866
RT C16E: hey guys dirkstrider pesterquest ,0,6867
Second headache while in quarantine and I lost my advil weeks ago <U+0001F61E>,0,6868
"Also check buy this drinks <U+0001F379>one is Canada Dry drink , And the other is fever tree drink <U+0001F378>. My family drop off this morning. They say it’s good it help for Covid 19 protection immune system etc. Want to share this info with you stay praying <U+0001F9CE><U+200D><U+2640><U+FE0F> <U+0001F9CE><U+200D><U+2642><U+FE0F>stay ~ Isaiah 49:26 ",0,6869
Angel! Why would you teach Tayven how to vomit a volcano on a Wednesday!? picoloapp,0,6870
 <U+0001F602>Blame it on cabin fever!!! I do my best work when I get out for fresh air and regular exercise,0,6871
"_ I just assumed it was the McDavid flu.. they didn't want to say he came down with chills and crippling fear at the thought of facing McDavid, they made up some bunk about a sore wrist.",0,6872
Yesterday’s migraine morphed into today’s tension headache ,0,6873
Premier Moe warns against 'pandemic fatigue;' says increase in cases won't affect reopening plan  ht…,0,6874
Not to toot my own horn or anything; but I presented a paper in front of a scholarly hero; and I didn't throw up. ,0,6875
  _AB Yes when Nenshi talks about far right organisers who cough and claim bronchitis he specifically means KJJ and his crew. ,0,6876
 Diarrhea will humble you <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>,0,6877
Seriously; my cat immediately chills out when I put on classical music. <U+0001F63A>,0,6878
 This rock makes me want to fucking vomit,0,6879
Civic voter turnout a concern for City Clerk worried over pandemic impact; election fatigue  YQR,0,6880
 _COUGHS wait this is so cute,0,6881
RT _Coughlan:  Funny!!! I had a dream I had a shovel and bin bag behind the horses...<U+0001F602> story of my life!!,0,6882
my bf smells like children’s tylenol cough medicine   ...that’s suspicious   ....that’s WEIRD,0,6883
"_Lux They did not, but they said if I develop a fever or symptoms worsen to get called and get tested. So just at home now.
Hope you feel better soon! I'll be playing LOTRO all week :D",1,6884
 You misspelled 'nauseating'.,0,6885
Why hasn’t <U+2066><U+2069> updated method of transmission info? « COVID-19 is transmitted through coughing and sneezi… ,0,6886
You're giving me chills at a hundred degrees It's better than pills how you put me to sleep Calling your name; the… ,0,6887
  Us too. Just made the pastry for the pies and will make the pumpkin pie filling as soon as the dough chills.,0,6888
     As he coughs into his hand and opens the door.,0,6889
WATCH: A Saskatchewan man spent his time during the pandemic completing the rebuild on his 1949 Mercury M-47. …,0,6890
 Should threaten to cough on their microphone.  Haven't they been through enough already? My God!,0,6891
Went to bed with an excruciating headache last night. Slept through the whole night. Woke up with a minor background headache. God this weather can stop yo yoing any day now.,0,6892
 Ur kinda still vomiting venoms day n night . This is India indeed; this can't be any place of globe . Islamic radicals suck<U+0001F595>,0,6893
2005 Freightliner Classic 60 series 13 speed; headache rack; new rubber; new turbo; $40000. Comes with work pulling… ,0,6894
“Nurses continue to be mentally and physically fatigued and are dealing with the increasing challenges being placed… ,0,6895
sorry for  video being late today i had nausea the entire time i was editing it and had to take frequent br…,0,6896
 Only if you can keep all 39 once the semester ends.,0,6897
  Yup; more of a rant against wet markets & eating meat than anything else,0,6898
you know; it scared the shit outta me; seriously; but that one day of fever w the best thing to happen to me in mon… ,1,6899
note: not real nausea  you'll know when u know,0,6900
 I literally have headache over how my tl is rn <U+0001F926><U+0001F3FD><U+200D><U+2640><U+FE0F> can’t scroll without someone yabbing,0,6901
 Heard about the lassa fever resurgence. And to think we should be used to it's reoccurrence by now… ,0,6902
 He must taste vomit in his lying mouth every time he speaks. He wants to remove your right to vote for t… ,0,6903
   He isn't feeling fatigue.He wants every one of those starts and then some.Maurice is publicly taking him off the hook when he mentions fatigue because he's trying to help Helle's psyche going into the break. He knows they all need to be better but particularly him to have a sniff,0,6904
Omg omg it's real it wasn't a fever dream it really exists!! ,0,6905
Wife: Ok don’t freak out; but there was a kid at Cohens daycare who barfed and had diarrhea.  Me:(instantly thinkin… ,1,6906
I just earned a new  badge: 500 Response videos! I’m a champion of student voice. FlipgridFever ,0,6907
Picard is giving me chills right now.,0,6908
ISH TORRENO IS SICK PAINFUL HEADACHE<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>,0,6909
Painful headache AGAIN<U+0001F622>,0,6910
Do you suffer from ConstantFatigue? Eat lots of energy-rich nutrients like watermelon so you're always ready to g… ,0,6911
in the words of my late great-gram; i’ve got a bitch of a headache,0,6912
 Sigh* I had a headache by the second screen shot. She sounds disturbed; like really disturbed.,0,6913
The  is back in production but for the first time in it's 49 year history - no audience: ,0,6914
 Titanic Diarrhea  (I know that's not 'replacing a word' ; but I thought it was funny together <U+0001F923>),0,6915
 Diarrhea Trek - The Journey Home Diarrhea Trek - Wrath of Corn Diarrhea Trek - Search For Toilet Paper,0,6916
Watch: CTV Saskatoon's Nicole Di Donato reports on the strict conditions imposed at a bail hearing.<U+200B>  ,0,6917
I thought anti nausea tablets were meant to prevent nausea. All its done is make me throw up; shake and my hands fr… ,0,6918
RT _lozinski: _sunset Thanks<U+0001F60B><U+0001F60B>,0,6919
_sunset Thanks<U+0001F60B><U+0001F60B>,0,6920
_sunset tweet me for my birthday!! <U+0001F60B><U+0001F60B>,0,6921
every time i cough i start worrying i have a pulmonary embolism in my lungs,0,6922
5:31PM: There is an outage in Southern Saskatchewan  affecting SaskTel Select; Wireless phones and Fusion. We are worki…,0,6923
if the pandemic fuckin chills; of course,0,6924
 Not Diarrhea in sixty seconds?,0,6925
_soulz   *cough cough* Free healthcare *cough cough*,0,6926
COVID-19: One Year Later — From fear to fatigue and pandemic perceptions ,0,6927
 The joke is her age group may be low in deaths but they are high in infections. Three weeks of cough… ,0,6928
 Only  can decide. I lost my capability to tell for sure recently. If his dm's are open you shou… ,0,6929
This goal still gives me chills. On the Eve of Canada’s back-to-back run beginning.   Here’s the tournament winner… ,0,6930
Shoutout to my BIL for calling into work and hysterically going “a dog diarrhead all over my house I’m gonna be late” and helping me clean lmao.,0,6931
My dog has diarrheal for that’s what I woke up to on my day off... it was fucking everywhere. Sleeping in who?,0,6932
In-school COVID testing begins at Campbell Collegiate  yqr sk ,0,6933
"  I somehow got lucky, my only Pfizer side effect was mild hives. No fever, which the nurse told me to expect. I hear the 2nd dose is worse though.",0,6934
 Yah I think so too. The whole fan base still shits on him though,0,6935
 In the tall grass is a real movie ? I thought it was just a fever dream i had,0,6936
  Ah yes.  Chilled acidic vomit and then the stuff you clean it up with.,0,6937
  you can have all the vomit and cleaner.,0,6938
  I rented it from a *cough* video store. I went in pretty unaware since we lived in a tin… ,0,6939
  So I must have been experiencing a fever dream when every western farmer and CPC supporter… ,0,6940
No difference in shoulders now. Still more tired than usual with a slight headache/fogginess; had a late afternoon… ,0,6941
         If… ,0,6942
 Nauseated <U+0001F922><U+0001F92E>,0,6943
 _5 _dawg  Extensive social distancing!!!!!!  But they need us as babysitte…,0,6944
Instead of calling me a b*tch; a student just walked up and coughed on me. LOL please England. Please can we close… ,0,6945
After many months of COVID-19 restrictions; including on travel; the cabin fever has long since set in. So what's o… ,0,6946
 I; on the other hand; woke up with a headache then fell asleep and dreamt of having a massive headache. Not restful at all.,0,6947
   Happy belated Birthday; Nicola!! I hope it was great fun!!,0,6948
What I wanted to do: homework What I did: practiced vape tricks until I got too nauseous to sit up,0,6949
It turns out your chronic fatigue could be a result of a hidden health condition you might not even know you have.… ,0,6950
  it won't really help if someone coughs or sneezes in your face - the virus can still go through th…,0,6951
_Cheney Did you feel vomit in your throat when you typed that?  Nice try!   What are your sealed indictments go… ,0,6952
  it won't really help if someone coughs or sneezes in your face - the virus can still go thro… ,0,6953
For the last few days; I’ve had a mild cough and the worst headache of my life. Probably nothing.. But I’ve heard s… ,1,6954
 I just saw the dr on CTV News recommend not to use ibuprofen out NSAIDS to reduce the fever from COVID… ,0,6955
who got covid in stoon and wanna come cough all over me <U+0001F92A>,0,6956
  But not from Robinson... ,0,6957
 A study just came out that asymptomatic people lose their sense of smell. This is important cause i… ,0,6958
  The greenhouse is gone from 13th Avenue. ,0,6959
 it feels like a fever dream to even me <U+0001F97A><U+0001F499>,0,6960
 just a taste?,0,6961
 Please sir; I want some more...,0,6962
me trying not to cough ,0,6963
once again; thank you so much dove. this is unreal. i love you.  i can’t wait for you to see this. one more…,0,6964
dove followed me & my best friend tonight (‘: cant wait for u to wake up to this  i love u ,0,6965
the fact that  is sleeping right now and has absolutely no clue dove followed her and is gonna wake up and…,0,6966
 _UCP My mom had all the symptoms; fever; cough; sneeze etc. Went for a test. Negative.,0,6967
I am 100% there with you  on Tzolkin - it's the only board game that's given me a legitimate headache!,0,6968
 You’re drunk on vomit guy right now but imma say Robbo because you love obscure stuff,0,6969
Looking for a song to play on your chills? Listen to 's new audio Twalibaddewa it's a powerful song… ,0,6970
 I'm someone who clandestinely listens to carols throughout the year; so Christmas fatigue isn't likely…,0,6971
Keeping your workspace clean can save you headache  — via ,0,6972
Got 2nd Pfizer yesterday since my post-Appendectomy fever broke on weekend…fine other than sore arm until now; 24 h… ,0,6973
"Headache? Sniffles? Other symptoms from the list, even mild? Stay home &amp; notify the office of your absence. Call 811 for advice. Voluntary drive thru testing available on Myrtle. ",0,6974
Juno Awards cancellation still felt in Saskatoon one year later -  yxe sask sk junos ,0,6975
 Nope...not possible. If you watch closely Trump is having trouble breathing...,0,6976
I guess my boss used to know a dishwasher who would show up to work hungover and just vomit into the sink as he wen… ,0,6977
Absolute chills seeing this. Takes me back to when I was a kid on Saturday nights huddled up in the basement with m… ,0,6978
2 days straight of a headache is leaving me feeling awful,1,6979
 Talk. Just word vomit until you can't anymore  BellLetsTalk BellCause SickNotWeak,0,6980
In 1982 Richard Landrie; wearing combat fatigues and greasepaint; was shot & killed by a police sharpshooter after taking…,0,6981
I hate getting sick. I hate getting fevers because I have a higher chance of having a seizure <U+0001F912>,1,6982
 Fever Bitch,0,6983
In 1982 Richard Landrie; wearing combat fatigues and greasepaint; was shot & killed by a police sharpshooter after… ,0,6984
He breached a court order and the police arrested him for it. It's literally their job  I think Jerry needs a tinfoil hat…,0,6985
 That's sucks. Never could get used to headache pain.,0,6986
 Don't forget to add the prescription opioid addiction deaths,0,6987
 Shopping; writing; spring coughing <U+0001F615>,0,6988
At home for a year; office workers complain of aches; pains and Zoom fatigue - CBC News ,0,6989
_ I’m finna go back to taking mine to it’s just that fatigue that made me stop <U+0001F62D>,0,6990
_TPD Yeah I’m still sick from that photo in ITW I wanna throw up still no joke <U+0001F974>,0,6991
 What if I drink so much coffee that it doesn't have an affect on me other than I get headaches when I don't have it?,0,6992
RT _atomic: <U+2622>$9 AWP | FEVER DREAM FT GIVEAWAY IN STREAM<U+2622>  <U+2622>RT + LIKE + TAG 2 <U+2622>BE IN THE STREAM FOR THE KEYWORD  ,0,6993
 However the nurse started showing a bit of concern when the fever hit 102 and my resting heart rate went from 75 normal to 100. She got me a Gatorade to help with the dehydration.,1,6994
_Fever18  Community on Facebook gave me the info yeah I love Jared but sorry love not clicking.,0,6995
 im throw up ,0,6996
sending SO much love your way ,0,6997
"Slight cough so the boss sent me home. Called 811 just to be safe, got the swab. 
I’m off for the remainder of the week from work, right before my planned week holiday. 
I feel great, FYI. No need to worry peeps",1,6998
 first song of the decade how we feeling,0,6999
so beyond excited to hear this  i missed hearing your voice,0,7000
WATCH: A multi-jurisdictional coronavirus outbreak has been declared by  - via . READ MORE: ,0,7001
 As of this moment; I literally can't smell a thing with my stuffed up nose. :P,1,7002
_ ~*exotic*~,0,7003
whenever lowry makes a three i get the pee chills,0,7004
 Is that right? NBA coaches gladly cough up 25/50K to make a point to the officials. That seems like a rea… ,0,7005
 Oooh! I got chills from the trailer!,0,7006
I like this song way more than I remembered; Unmasked is a great album.,0,7007
 The GoP already had cancer;  this is just diarrhea from the kemo.,0,7008
 at least the horse won't vomit in my car,0,7009
it's week 3 of persistent; cycling; severely debilitating fatigue and i want to cry,0,7010
And this is a Mrs. Peter headache that is sure to start to throb. ,0,7011
Shoutout to the woman at the bookstore the other day who took off her mask so she could have a coughing fit.,0,7012
_ I am eating ice cream it’s great,0,7013
RT _ace: In an effort to help Canadians stay connected; the Canadian government ignores the fact we have video calls; phone calls…,0,7014
Im so tired of headaches and migraines. I’ve had a headache almost everyday since I was in grade 10. I just want a new head.,0,7015
Spring fever has officially started.,0,7016
  I stopped paying attention to numbers a long time ago but remain cautious. Update fatigue has set in <U+0001F614>,0,7017
 You also need to update your whooping cough vaccine! Tdap; baby.,0,7018
 Good for you. I had AstraZeneca. I had a small reaction the next day. Had the chills and felt like I was getting the flu but the day after I felt better. Had some arm soreness at the injection site for a few days too.,0,7019
45 is in his glory - I’m nauseous ,0,7020
  Face masks/ventilators (M95's aren't sufficient); cough & cold medication; anti-inflammatories…,0,7021
  Face masks/ventilators (M95's aren't sufficient); cough & cold medication; anti-inflamm… ,0,7022
I've had a headache / sinus pressure for 2-3 days now.  Apologies if there's anyone who missed me this weekend...… ,0,7023
_Ash  Yeah; I’ve been coughing for the last three weeks or so. Something’s in the aiiiirrr...<U+0001F3B6>,1,7024
 It makes me want to vomit that I once had a crush on you.,0,7025
_Fever Thank you. I am feeling better. I miss writing and I hope to catch up this weekend.,0,7026
Help I can’t tell if it’s covid or bieber fever BieberNYE,0,7027
Help I can’t tell if it’s covid or bieber fever BieberNYE,0,7028
Lmao fuuuck; morning hoots are crazy; legit almost coughed out my soul D:,0,7029
   Still gives me chills!  I'm curious was this planned or was it just pure reaction… ,0,7030
 What happens if the vomit that emerges turns out to also be cake?,0,7031
Hey dudes; really cool trick. Mad props for thinking of that to survive. But also; you’re suuuuuper gross still. No… ,0,7032
Still gives me chills!  Best night of my Riders fan life! ,0,7033
  The most powerful image of the riots last night.  Black men protecting a white police officer ht…,0,7034
   In one day  suddenly coughed up 6 million masks. They've had 5 months to figure out how to deal with class sizes and social distancing at schools. Ask them.,0,7035
I know “Kate” who texted me on behalf of the  is a robot; but I still feel a little bad for all the horrible things I said to her.,0,7036
It’s InternationalCatDay! In celebration; we’d love to see photos of your kitties! yqr ,0,7037
_Hardwood I tried having rational conversations with a few; but their ignorance gave me a headache...so I gave up…,0,7038
YotesFever has struck Prince Albert ,0,7039
Oh look it's me when I fell down the rabbit hole that is this bangtan army life   TinyTAN  _twt ,0,7040
YotesFever has struck Prince Albert ,0,7041
Playing MassEffectLegendaryEdition; getting the same chills; from the leaving earth music/cutscene from when playi… ,0,7042
The study shows that cannabis may help people suffering from nausea.   — via ,0,7043
WATCH: As more women share their stories about harassment and assault following Sarah Everard's death.  The Regina YWCA talk…,0,7044
Watch: CTV Prince Albert’s Jayda Taylor reports on the Indigenous partnership that gave a former hotel a new purpose for…,0,7045
Kennel Cough Outbreak Hits Saskatoon & Area - Read full article >>  BordatellaVaccine… ,0,7046
Earth spiked a bit of a fever in 2020; partly because of cleaner air from the pandemic lockdown; a new study found. ,0,7047
 And i just throw up. This had better be a very short flu or im going to be very fucked!!!,1,7048
CW: Medical Gaslighting & Vomiting I cancel my appt with my Neurologist today. After 2 years of Rx treatment; injec… ,0,7049
Public Health 101 - not wearing a mask &amp; coughing into one's hand is not good covid19sk control practice-we all need to follow best practices &amp; leaders need to lead by example    _docs ,0,7050
And purse tylenol and work desk Tylenol and car Tylenol <U+0001F48A><U+0001F48A> forever headache anyone? ,0,7051
Another treatment done! Woot woot. Got a new throw up bucket! My fav color<U+0001F601> ,0,7052
WHAT IS GOING ON OMG WHATS THE COUGH THING,0,7053
What did I say? I knew he’d make it excuses about how they have cabin fever etc. Sympathizing with terrorists <U+0001F644><U+0001F621> ,0,7054
" Yeah .. I still have a sore throat and loss of sense of taste ... a little weak. If I had asthma or was a smoker this would have thunderf***ed me. 

My wife got the lite version",1,7055
"Been happening 11hrs, in ER 6 hrs - lower left quadrant abdomen &amp; back pain 9-10, vomiting, really want to urinate &amp; BM (like constantly) but can’t, no fever. Let me know what you think Twitter <U+0001F9D0>",1,7056
  Why did i check this thread im actually gonna throw up,0,7057
almost 4 months clean and sober; starting to think this sober life is too hard tho. Its sooo boring; trying to stay… ,0,7058
Last week some dude coughed into my open mouth and I haven't stopped thinking about it nasty,0,7059
 they killed it! Code Orange easily has the top album,0,7060
Third of UK doctors report burnout and compassion fatigue ,0,7061
If you want to subtly annoy someone just say god bless you when they cough.,0,7062
_Spawn Since Command & Conquer was already posted; I'll throw up my second fave DOS game: Descent  This game… ,0,7063
